Filename,Folder,Format,UniProt_ID,PDB_ID,Has_Match_In_Other_Folder
clean_5LSP.pdb,Experimental,PDB,Unknown,clean_5LSP,False
clean_6CVN.pdb,Experimental,PDB,Unknown,clean_6CVN,False
clean_6FBR.pdb,Experimental,PDB,Unknown,clean_6FBR,False
clean_6SZF.pdb,Experimental,PDB,Unknown,clean_6SZF,False
clean_4FMW.pdb,Experimental,PDB,Unknown,clean_4FMW,False
clean_3BKJ.pdb,Experimental,PDB,Unknown,clean_3BKJ,False
clean_7VL8.pdb,Experimental,PDB,Unknown,clean_7VL8,False
clean_6WZG.pdb,Experimental,PDB,Unknown,clean_6WZG,False
clean_8JHN.pdb,Experimental,PDB,Unknown,clean_8JHN,False
clean_8XWD.pdb,Experimental,PDB,Unknown,clean_8XWD,False
clean_5MRH.pdb,Experimental,PDB,Unknown,clean_5MRH,False
clean_2Y3L.pdb,Experimental,PDB,Unknown,clean_2Y3L,False
clean_5PY4.pdb,Experimental,PDB,Unknown,clean_5PY4,False
clean_3TPL.pdb,Experimental,PDB,Unknown,clean_3TPL,False
clean_2ZPK.pdb,Experimental,PDB,Unknown,clean_2ZPK,False
clean_8FYX.pdb,Experimental,PDB,Unknown,clean_8FYX,False
clean_8XML.pdb,Experimental,PDB,Unknown,clean_8XML,False
clean_5MY4.pdb,Experimental,PDB,Unknown,clean_5MY4,False
clean_2WZ1.pdb,Experimental,PDB,Unknown,clean_2WZ1,False
clean_2HLZ.pdb,Experimental,PDB,Unknown,clean_2HLZ,False
clean_5OMA.pdb,Experimental,PDB,Unknown,clean_5OMA,False
clean_3BHO.pdb,Experimental,PDB,Unknown,clean_3BHO,False
clean_4QUI.pdb,Experimental,PDB,Unknown,clean_4QUI,False
clean_8E8P.pdb,Experimental,PDB,Unknown,clean_8E8P,False
clean_3FJI.pdb,Experimental,PDB,Unknown,clean_3FJI,False
clean_4HKN.pdb,Experimental,PDB,Unknown,clean_4HKN,False
clean_6NG1.pdb,Experimental,PDB,Unknown,clean_6NG1,False
clean_1LQB.pdb,Experimental,PDB,Unknown,clean_1LQB,False
clean_1I3Z.pdb,Experimental,PDB,Unknown,clean_1I3Z,False
clean_4OJF.pdb,Experimental,PDB,Unknown,clean_4OJF,False
clean_4AGM.pdb,Experimental,PDB,Unknown,clean_4AGM,False
clean_2CT3.pdb,Experimental,PDB,Unknown,clean_2CT3,False
clean_2DL7.pdb,Experimental,PDB,Unknown,clean_2DL7,False
clean_5GTJ.pdb,Experimental,PDB,Unknown,clean_5GTJ,False
clean_5SGV.pdb,Experimental,PDB,Unknown,clean_5SGV,False
clean_5VP1.pdb,Experimental,PDB,Unknown,clean_5VP1,False
clean_5YK3.pdb,Experimental,PDB,Unknown,clean_5YK3,False
clean_3IK7.pdb,Experimental,PDB,Unknown,clean_3IK7,False
clean_5SJF.pdb,Experimental,PDB,Unknown,clean_5SJF,False
clean_7SX9.pdb,Experimental,PDB,Unknown,clean_7SX9,False
clean_7UFB.pdb,Experimental,PDB,Unknown,clean_7UFB,False
clean_5QCU.pdb,Experimental,PDB,Unknown,clean_5QCU,False
clean_3CD8.pdb,Experimental,PDB,Unknown,clean_3CD8,False
clean_8VML.pdb,Experimental,PDB,Unknown,clean_8VML,False
clean_8GE3.pdb,Experimental,PDB,Unknown,clean_8GE3,False
clean_7V47.pdb,Experimental,PDB,Unknown,clean_7V47,False
clean_4PFC.pdb,Experimental,PDB,Unknown,clean_4PFC,False
clean_8SZI.pdb,Experimental,PDB,Unknown,clean_8SZI,False
clean_7DTT.pdb,Experimental,PDB,Unknown,clean_7DTT,False
clean_3R7S.pdb,Experimental,PDB,Unknown,clean_3R7S,False
clean_6LMK.pdb,Experimental,PDB,Unknown,clean_6LMK,False
clean_8TS8.pdb,Experimental,PDB,Unknown,clean_8TS8,False
clean_7N7J.pdb,Experimental,PDB,Unknown,clean_7N7J,False
clean_6GN1.pdb,Experimental,PDB,Unknown,clean_6GN1,False
clean_6HK7.pdb,Experimental,PDB,Unknown,clean_6HK7,False
clean_1RW8.pdb,Experimental,PDB,Unknown,clean_1RW8,False
clean_6W51.pdb,Experimental,PDB,Unknown,clean_6W51,False
clean_3UD1.pdb,Experimental,PDB,Unknown,clean_3UD1,False
clean_8Q7T.pdb,Experimental,PDB,Unknown,clean_8Q7T,False
clean_1HCT.pdb,Experimental,PDB,Unknown,clean_1HCT,False
clean_8GE9.pdb,Experimental,PDB,Unknown,clean_8GE9,False
clean_7VKE.pdb,Experimental,PDB,Unknown,clean_7VKE,False
clean_5G4N.pdb,Experimental,PDB,Unknown,clean_5G4N,False
clean_7KSK.pdb,Experimental,PDB,Unknown,clean_7KSK,False
clean_7NRQ.pdb,Experimental,PDB,Unknown,clean_7NRQ,False
clean_4L7G.pdb,Experimental,PDB,Unknown,clean_4L7G,False
clean_6XJO.pdb,Experimental,PDB,Unknown,clean_6XJO,False
clean_4K33.pdb,Experimental,PDB,Unknown,clean_4K33,False
clean_3L38.pdb,Experimental,PDB,Unknown,clean_3L38,False
clean_5MP3.pdb,Experimental,PDB,Unknown,clean_5MP3,False
clean_3Q9Q.pdb,Experimental,PDB,Unknown,clean_3Q9Q,False
clean_4AHF.pdb,Experimental,PDB,Unknown,clean_4AHF,False
clean_2CXK.pdb,Experimental,PDB,Unknown,clean_2CXK,False
clean_8TB7.pdb,Experimental,PDB,Unknown,clean_8TB7,False
clean_8XGU.pdb,Experimental,PDB,Unknown,clean_8XGU,False
clean_6HMX.pdb,Experimental,PDB,Unknown,clean_6HMX,False
clean_5JRT.pdb,Experimental,PDB,Unknown,clean_5JRT,False
clean_4QBV.pdb,Experimental,PDB,Unknown,clean_4QBV,False
clean_1EVT.pdb,Experimental,PDB,Unknown,clean_1EVT,False
clean_8Q1K.pdb,Experimental,PDB,Unknown,clean_8Q1K,False
clean_6B96.pdb,Experimental,PDB,Unknown,clean_6B96,False
clean_5QD0.pdb,Experimental,PDB,Unknown,clean_5QD0,False
clean_5SXC.pdb,Experimental,PDB,Unknown,clean_5SXC,False
clean_3F6Y.pdb,Experimental,PDB,Unknown,clean_3F6Y,False
clean_4X3O.pdb,Experimental,PDB,Unknown,clean_4X3O,False
clean_5PWG.pdb,Experimental,PDB,Unknown,clean_5PWG,False
clean_7JT4.pdb,Experimental,PDB,Unknown,clean_7JT4,False
clean_7FTA.pdb,Experimental,PDB,Unknown,clean_7FTA,False
clean_6S40.pdb,Experimental,PDB,Unknown,clean_6S40,False
clean_4CKV.pdb,Experimental,PDB,Unknown,clean_4CKV,False
clean_5XGJ.pdb,Experimental,PDB,Unknown,clean_5XGJ,False
clean_2RMY.pdb,Experimental,PDB,Unknown,clean_2RMY,False
clean_6GFZ.pdb,Experimental,PDB,Unknown,clean_6GFZ,False
clean_5SJU.pdb,Experimental,PDB,Unknown,clean_5SJU,False
clean_8UHB.pdb,Experimental,PDB,Unknown,clean_8UHB,False
clean_6FN4.pdb,Experimental,PDB,Unknown,clean_6FN4,False
clean_2V70.pdb,Experimental,PDB,Unknown,clean_2V70,False
clean_4W9C.pdb,Experimental,PDB,Unknown,clean_4W9C,False
clean_8G21.pdb,Experimental,PDB,Unknown,clean_8G21,False
clean_2ZJM.pdb,Experimental,PDB,Unknown,clean_2ZJM,False
clean_6D3N.pdb,Experimental,PDB,Unknown,clean_6D3N,False
clean_1ZY3.pdb,Experimental,PDB,Unknown,clean_1ZY3,False
clean_8V8S.pdb,Experimental,PDB,Unknown,clean_8V8S,False
clean_3TWR.pdb,Experimental,PDB,Unknown,clean_3TWR,False
clean_7OBK.pdb,Experimental,PDB,Unknown,clean_7OBK,False
clean_5SEG.pdb,Experimental,PDB,Unknown,clean_5SEG,False
clean_5PYX.pdb,Experimental,PDB,Unknown,clean_5PYX,False
clean_3I9M.pdb,Experimental,PDB,Unknown,clean_3I9M,False
clean_5SK4.pdb,Experimental,PDB,Unknown,clean_5SK4,False
clean_1VFE.pdb,Experimental,PDB,Unknown,clean_1VFE,False
clean_6GZM.pdb,Experimental,PDB,Unknown,clean_6GZM,False
clean_7Q6K.pdb,Experimental,PDB,Unknown,clean_7Q6K,False
clean_4X34.pdb,Experimental,PDB,Unknown,clean_4X34,False
clean_6I66.pdb,Experimental,PDB,Unknown,clean_6I66,False
clean_8X7L.pdb,Experimental,PDB,Unknown,clean_8X7L,False
clean_8JCX.pdb,Experimental,PDB,Unknown,clean_8JCX,False
clean_1LM8.pdb,Experimental,PDB,Unknown,clean_1LM8,False
clean_7VV6.pdb,Experimental,PDB,Unknown,clean_7VV6,False
clean_7MOB.pdb,Experimental,PDB,Unknown,clean_7MOB,False
clean_4AOH.pdb,Experimental,PDB,Unknown,clean_4AOH,False
clean_6WOH.pdb,Experimental,PDB,Unknown,clean_6WOH,False
clean_7TUB.pdb,Experimental,PDB,Unknown,clean_7TUB,False
clean_8SEL.pdb,Experimental,PDB,Unknown,clean_8SEL,False
clean_7VPI.pdb,Experimental,PDB,Unknown,clean_7VPI,False
clean_7D5B.pdb,Experimental,PDB,Unknown,clean_7D5B,False
clean_5CBY.pdb,Experimental,PDB,Unknown,clean_5CBY,False
clean_4BSU.pdb,Experimental,PDB,Unknown,clean_4BSU,False
clean_3HMM.pdb,Experimental,PDB,Unknown,clean_3HMM,False
clean_8HKQ.pdb,Experimental,PDB,Unknown,clean_8HKQ,False
clean_1BY4.pdb,Experimental,PDB,Unknown,clean_1BY4,False
clean_7WMC.pdb,Experimental,PDB,Unknown,clean_7WMC,False
clean_4U8Z.pdb,Experimental,PDB,Unknown,clean_4U8Z,False
clean_3MFR.pdb,Experimental,PDB,Unknown,clean_3MFR,False
clean_6ME5.pdb,Experimental,PDB,Unknown,clean_6ME5,False
clean_3I97.pdb,Experimental,PDB,Unknown,clean_3I97,False
clean_4LJX.pdb,Experimental,PDB,Unknown,clean_4LJX,False
clean_5IA2.pdb,Experimental,PDB,Unknown,clean_5IA2,False
clean_4G85.pdb,Experimental,PDB,Unknown,clean_4G85,False
clean_7PC8.pdb,Experimental,PDB,Unknown,clean_7PC8,False
clean_7U2L.pdb,Experimental,PDB,Unknown,clean_7U2L,False
clean_7NBM.pdb,Experimental,PDB,Unknown,clean_7NBM,False
clean_3UFY.pdb,Experimental,PDB,Unknown,clean_3UFY,False
clean_4ZGX.pdb,Experimental,PDB,Unknown,clean_4ZGX,False
clean_4WN1.pdb,Experimental,PDB,Unknown,clean_4WN1,False
clean_8IOY.pdb,Experimental,PDB,Unknown,clean_8IOY,False
clean_7QWM.pdb,Experimental,PDB,Unknown,clean_7QWM,False
clean_7MFE.pdb,Experimental,PDB,Unknown,clean_7MFE,False
clean_8XOI.pdb,Experimental,PDB,Unknown,clean_8XOI,False
clean_1TIJ.pdb,Experimental,PDB,Unknown,clean_1TIJ,False
clean_8ZD1.pdb,Experimental,PDB,Unknown,clean_8ZD1,False
clean_4RMC.pdb,Experimental,PDB,Unknown,clean_4RMC,False
clean_5AXQ.pdb,Experimental,PDB,Unknown,clean_5AXQ,False
clean_7A2K.pdb,Experimental,PDB,Unknown,clean_7A2K,False
clean_1NAU.pdb,Experimental,PDB,Unknown,clean_1NAU,False
clean_5KPM.pdb,Experimental,PDB,Unknown,clean_5KPM,False
clean_8JZM.pdb,Experimental,PDB,Unknown,clean_8JZM,False
clean_5PZ1.pdb,Experimental,PDB,Unknown,clean_5PZ1,False
clean_8ZMY.pdb,Experimental,PDB,Unknown,clean_8ZMY,False
clean_7UL5.pdb,Experimental,PDB,Unknown,clean_7UL5,False
clean_8ZPM.pdb,Experimental,PDB,Unknown,clean_8ZPM,False
clean_1POD.pdb,Experimental,PDB,Unknown,clean_1POD,False
clean_3DM6.pdb,Experimental,PDB,Unknown,clean_3DM6,False
clean_7EA7.pdb,Experimental,PDB,Unknown,clean_7EA7,False
clean_4LTE.pdb,Experimental,PDB,Unknown,clean_4LTE,False
clean_4PTE.pdb,Experimental,PDB,Unknown,clean_4PTE,False
clean_5XJL.pdb,Experimental,PDB,Unknown,clean_5XJL,False
clean_5SDZ.pdb,Experimental,PDB,Unknown,clean_5SDZ,False
clean_5ONA.pdb,Experimental,PDB,Unknown,clean_5ONA,False
clean_5K5X.pdb,Experimental,PDB,Unknown,clean_5K5X,False
clean_7B3K.pdb,Experimental,PDB,Unknown,clean_7B3K,False
clean_8E3G.pdb,Experimental,PDB,Unknown,clean_8E3G,False
clean_6UUO.pdb,Experimental,PDB,Unknown,clean_6UUO,False
clean_5L36.pdb,Experimental,PDB,Unknown,clean_5L36,False
clean_6MVD.pdb,Experimental,PDB,Unknown,clean_6MVD,False
clean_8SDJ.pdb,Experimental,PDB,Unknown,clean_8SDJ,False
clean_7S59.pdb,Experimental,PDB,Unknown,clean_7S59,False
clean_8ILS.pdb,Experimental,PDB,Unknown,clean_8ILS,False
clean_3GHW.pdb,Experimental,PDB,Unknown,clean_3GHW,False
clean_8BDM.pdb,Experimental,PDB,Unknown,clean_8BDM,False
clean_8XQJ.pdb,Experimental,PDB,Unknown,clean_8XQJ,False
clean_6H2U.pdb,Experimental,PDB,Unknown,clean_6H2U,False
clean_3UIJ.pdb,Experimental,PDB,Unknown,clean_3UIJ,False
clean_8IT6.pdb,Experimental,PDB,Unknown,clean_8IT6,False
clean_7B6F.pdb,Experimental,PDB,Unknown,clean_7B6F,False
clean_7BYL.pdb,Experimental,PDB,Unknown,clean_7BYL,False
clean_7V3Z.pdb,Experimental,PDB,Unknown,clean_7V3Z,False
clean_8E59.pdb,Experimental,PDB,Unknown,clean_8E59,False
clean_5SGS.pdb,Experimental,PDB,Unknown,clean_5SGS,False
clean_3IKN.pdb,Experimental,PDB,Unknown,clean_3IKN,False
clean_5UBT.pdb,Experimental,PDB,Unknown,clean_5UBT,False
clean_7B12.pdb,Experimental,PDB,Unknown,clean_7B12,False
clean_4G9C.pdb,Experimental,PDB,Unknown,clean_4G9C,False
clean_5PXI.pdb,Experimental,PDB,Unknown,clean_5PXI,False
clean_7M0T.pdb,Experimental,PDB,Unknown,clean_7M0T,False
clean_7TTT.pdb,Experimental,PDB,Unknown,clean_7TTT,False
clean_3LBS.pdb,Experimental,PDB,Unknown,clean_3LBS,False
clean_8AUZ.pdb,Experimental,PDB,Unknown,clean_8AUZ,False
clean_8BFI.pdb,Experimental,PDB,Unknown,clean_8BFI,False
clean_2P7A.pdb,Experimental,PDB,Unknown,clean_2P7A,False
clean_6HOG.pdb,Experimental,PDB,Unknown,clean_6HOG,False
clean_8RQD.pdb,Experimental,PDB,Unknown,clean_8RQD,False
clean_5UWW.pdb,Experimental,PDB,Unknown,clean_5UWW,False
clean_5IH5.pdb,Experimental,PDB,Unknown,clean_5IH5,False
clean_5SXI.pdb,Experimental,PDB,Unknown,clean_5SXI,False
clean_2L0P.pdb,Experimental,PDB,Unknown,clean_2L0P,False
clean_3NSH.pdb,Experimental,PDB,Unknown,clean_3NSH,False
clean_8R3T.pdb,Experimental,PDB,Unknown,clean_8R3T,False
clean_3QBH.pdb,Experimental,PDB,Unknown,clean_3QBH,False
clean_5T35.pdb,Experimental,PDB,Unknown,clean_5T35,False
clean_3MSH.pdb,Experimental,PDB,Unknown,clean_3MSH,False
clean_7USD.pdb,Experimental,PDB,Unknown,clean_7USD,False
clean_5SKC.pdb,Experimental,PDB,Unknown,clean_5SKC,False
clean_3IIM.pdb,Experimental,PDB,Unknown,clean_3IIM,False
clean_8UNU.pdb,Experimental,PDB,Unknown,clean_8UNU,False
clean_6ATE.pdb,Experimental,PDB,Unknown,clean_6ATE,False
clean_2JBK.pdb,Experimental,PDB,Unknown,clean_2JBK,False
clean_8ZSP.pdb,Experimental,PDB,Unknown,clean_8ZSP,False
clean_8D3K.pdb,Experimental,PDB,Unknown,clean_8D3K,False
clean_9D39.pdb,Experimental,PDB,Unknown,clean_9D39,False
clean_9D19.pdb,Experimental,PDB,Unknown,clean_9D19,False
clean_6GK7.pdb,Experimental,PDB,Unknown,clean_6GK7,False
clean_3N6W.pdb,Experimental,PDB,Unknown,clean_3N6W,False
clean_2QLB.pdb,Experimental,PDB,Unknown,clean_2QLB,False
clean_9L3W.pdb,Experimental,PDB,Unknown,clean_9L3W,False
clean_8OI0.pdb,Experimental,PDB,Unknown,clean_8OI0,False
clean_8RPT.pdb,Experimental,PDB,Unknown,clean_8RPT,False
clean_5T7L.pdb,Experimental,PDB,Unknown,clean_5T7L,False
clean_4F7J.pdb,Experimental,PDB,Unknown,clean_4F7J,False
clean_4JVH.pdb,Experimental,PDB,Unknown,clean_4JVH,False
clean_5SJ4.pdb,Experimental,PDB,Unknown,clean_5SJ4,False
clean_7FSN.pdb,Experimental,PDB,Unknown,clean_7FSN,False
clean_2N4V.pdb,Experimental,PDB,Unknown,clean_2N4V,False
clean_1RGU.pdb,Experimental,PDB,Unknown,clean_1RGU,False
clean_8AEX.pdb,Experimental,PDB,Unknown,clean_8AEX,False
clean_1UN5.pdb,Experimental,PDB,Unknown,clean_1UN5,False
clean_7WQS.pdb,Experimental,PDB,Unknown,clean_7WQS,False
clean_2DKO.pdb,Experimental,PDB,Unknown,clean_2DKO,False
clean_7UAM.pdb,Experimental,PDB,Unknown,clean_7UAM,False
clean_1PBU.pdb,Experimental,PDB,Unknown,clean_1PBU,False
clean_4W9J.pdb,Experimental,PDB,Unknown,clean_4W9J,False
clean_8ITB.pdb,Experimental,PDB,Unknown,clean_8ITB,False
clean_2HZR.pdb,Experimental,PDB,Unknown,clean_2HZR,False
clean_8BZL.pdb,Experimental,PDB,Unknown,clean_8BZL,False
clean_8BYN.pdb,Experimental,PDB,Unknown,clean_8BYN,False
clean_7D76.pdb,Experimental,PDB,Unknown,clean_7D76,False
clean_5SJB.pdb,Experimental,PDB,Unknown,clean_5SJB,False
clean_2Q9X.pdb,Experimental,PDB,Unknown,clean_2Q9X,False
clean_5SIT.pdb,Experimental,PDB,Unknown,clean_5SIT,False
clean_9DQJ.pdb,Experimental,PDB,Unknown,clean_9DQJ,False
clean_4D8D.pdb,Experimental,PDB,Unknown,clean_4D8D,False
clean_3HCM.pdb,Experimental,PDB,Unknown,clean_3HCM,False
clean_2YWK.pdb,Experimental,PDB,Unknown,clean_2YWK,False
clean_4PTC.pdb,Experimental,PDB,Unknown,clean_4PTC,False
clean_3Q0R.pdb,Experimental,PDB,Unknown,clean_3Q0R,False
clean_6CIC.pdb,Experimental,PDB,Unknown,clean_6CIC,False
clean_7WR6.pdb,Experimental,PDB,Unknown,clean_7WR6,False
clean_6BD8.pdb,Experimental,PDB,Unknown,clean_6BD8,False
clean_8WJG.pdb,Experimental,PDB,Unknown,clean_8WJG,False
clean_5QD4.pdb,Experimental,PDB,Unknown,clean_5QD4,False
clean_3S97.pdb,Experimental,PDB,Unknown,clean_3S97,False
clean_2LP2.pdb,Experimental,PDB,Unknown,clean_2LP2,False
clean_8PC2.pdb,Experimental,PDB,Unknown,clean_8PC2,False
clean_9BIP.pdb,Experimental,PDB,Unknown,clean_9BIP,False
clean_1MQB.pdb,Experimental,PDB,Unknown,clean_1MQB,False
clean_4H1E.pdb,Experimental,PDB,Unknown,clean_4H1E,False
clean_4OC2.pdb,Experimental,PDB,Unknown,clean_4OC2,False
clean_5R66.pdb,Experimental,PDB,Unknown,clean_5R66,False
clean_1YJX.pdb,Experimental,PDB,Unknown,clean_1YJX,False
clean_5SXA.pdb,Experimental,PDB,Unknown,clean_5SXA,False
clean_3ZNP.pdb,Experimental,PDB,Unknown,clean_3ZNP,False
clean_3PTG.pdb,Experimental,PDB,Unknown,clean_3PTG,False
clean_5YA5.pdb,Experimental,PDB,Unknown,clean_5YA5,False
clean_5VUZ.pdb,Experimental,PDB,Unknown,clean_5VUZ,False
clean_1UEN.pdb,Experimental,PDB,Unknown,clean_1UEN,False
clean_3VEU.pdb,Experimental,PDB,Unknown,clean_3VEU,False
clean_2P1U.pdb,Experimental,PDB,Unknown,clean_2P1U,False
clean_4AJY.pdb,Experimental,PDB,Unknown,clean_4AJY,False
clean_8RI9.pdb,Experimental,PDB,Unknown,clean_8RI9,False
clean_3DLQ.pdb,Experimental,PDB,Unknown,clean_3DLQ,False
clean_8H9V.pdb,Experimental,PDB,Unknown,clean_8H9V,False
clean_7V4A.pdb,Experimental,PDB,Unknown,clean_7V4A,False
clean_3Q92.pdb,Experimental,PDB,Unknown,clean_3Q92,False
clean_5FU7.pdb,Experimental,PDB,Unknown,clean_5FU7,False
clean_3U3J.pdb,Experimental,PDB,Unknown,clean_3U3J,False
clean_2VAJ.pdb,Experimental,PDB,Unknown,clean_2VAJ,False
clean_1Q3W.pdb,Experimental,PDB,Unknown,clean_1Q3W,False
clean_5IKC.pdb,Experimental,PDB,Unknown,clean_5IKC,False
clean_1V18.pdb,Experimental,PDB,Unknown,clean_1V18,False
clean_7Z0K.pdb,Experimental,PDB,Unknown,clean_7Z0K,False
clean_6PYU.pdb,Experimental,PDB,Unknown,clean_6PYU,False
clean_6RCH.pdb,Experimental,PDB,Unknown,clean_6RCH,False
clean_8FF3.pdb,Experimental,PDB,Unknown,clean_8FF3,False
clean_6L1F.pdb,Experimental,PDB,Unknown,clean_6L1F,False
clean_3PMR.pdb,Experimental,PDB,Unknown,clean_3PMR,False
clean_6HB9.pdb,Experimental,PDB,Unknown,clean_6HB9,False
clean_9CXA.pdb,Experimental,PDB,Unknown,clean_9CXA,False
clean_5SGB.pdb,Experimental,PDB,Unknown,clean_5SGB,False
clean_5PZH.pdb,Experimental,PDB,Unknown,clean_5PZH,False
clean_8WGC.pdb,Experimental,PDB,Unknown,clean_8WGC,False
clean_7EZM.pdb,Experimental,PDB,Unknown,clean_7EZM,False
clean_5A1R.pdb,Experimental,PDB,Unknown,clean_5A1R,False
clean_7KSO.pdb,Experimental,PDB,Unknown,clean_7KSO,False
clean_6OQ3.pdb,Experimental,PDB,Unknown,clean_6OQ3,False
clean_4WNO.pdb,Experimental,PDB,Unknown,clean_4WNO,False
clean_1B3J.pdb,Experimental,PDB,Unknown,clean_1B3J,False
clean_8H9F.pdb,Experimental,PDB,Unknown,clean_8H9F,False
clean_1ICE.pdb,Experimental,PDB,Unknown,clean_1ICE,False
clean_7S8M.pdb,Experimental,PDB,Unknown,clean_7S8M,False
clean_6NPZ.pdb,Experimental,PDB,Unknown,clean_6NPZ,False
clean_7B46.pdb,Experimental,PDB,Unknown,clean_7B46,False
clean_3MFU.pdb,Experimental,PDB,Unknown,clean_3MFU,False
clean_5Y4F.pdb,Experimental,PDB,Unknown,clean_5Y4F,False
clean_2EE6.pdb,Experimental,PDB,Unknown,clean_2EE6,False
clean_6CO3.pdb,Experimental,PDB,Unknown,clean_6CO3,False
clean_6OSL.pdb,Experimental,PDB,Unknown,clean_6OSL,False
clean_6X40.pdb,Experimental,PDB,Unknown,clean_6X40,False
clean_6ME8.pdb,Experimental,PDB,Unknown,clean_6ME8,False
clean_5C2A.pdb,Experimental,PDB,Unknown,clean_5C2A,False
clean_8I9J.pdb,Experimental,PDB,Unknown,clean_8I9J,False
clean_4BU9.pdb,Experimental,PDB,Unknown,clean_4BU9,False
clean_6UOA.pdb,Experimental,PDB,Unknown,clean_6UOA,False
clean_5T0G.pdb,Experimental,PDB,Unknown,clean_5T0G,False
clean_8HKM.pdb,Experimental,PDB,Unknown,clean_8HKM,False
clean_8UQR.pdb,Experimental,PDB,Unknown,clean_8UQR,False
clean_2F3E.pdb,Experimental,PDB,Unknown,clean_2F3E,False
clean_4X0T.pdb,Experimental,PDB,Unknown,clean_4X0T,False
clean_6GCU.pdb,Experimental,PDB,Unknown,clean_6GCU,False
clean_5J1I.pdb,Experimental,PDB,Unknown,clean_5J1I,False
clean_3IIJ.pdb,Experimental,PDB,Unknown,clean_3IIJ,False
clean_8Q8E.pdb,Experimental,PDB,Unknown,clean_8Q8E,False
clean_5IC6.pdb,Experimental,PDB,Unknown,clean_5IC6,False
clean_7QVC.pdb,Experimental,PDB,Unknown,clean_7QVC,False
clean_5PXF.pdb,Experimental,PDB,Unknown,clean_5PXF,False
clean_9BAX.pdb,Experimental,PDB,Unknown,clean_9BAX,False
clean_6SQU.pdb,Experimental,PDB,Unknown,clean_6SQU,False
clean_9D38.pdb,Experimental,PDB,Unknown,clean_9D38,False
clean_6SDY.pdb,Experimental,PDB,Unknown,clean_6SDY,False
clean_4UWY.pdb,Experimental,PDB,Unknown,clean_4UWY,False
clean_6X3T.pdb,Experimental,PDB,Unknown,clean_6X3T,False
clean_3QRD.pdb,Experimental,PDB,Unknown,clean_3QRD,False
clean_8QLS.pdb,Experimental,PDB,Unknown,clean_8QLS,False
clean_8JTT.pdb,Experimental,PDB,Unknown,clean_8JTT,False
clean_6Q7D.pdb,Experimental,PDB,Unknown,clean_6Q7D,False
clean_8Q9J.pdb,Experimental,PDB,Unknown,clean_8Q9J,False
clean_3B9U.pdb,Experimental,PDB,Unknown,clean_3B9U,False
clean_7Z5W.pdb,Experimental,PDB,Unknown,clean_7Z5W,False
clean_4HLH.pdb,Experimental,PDB,Unknown,clean_4HLH,False
clean_3CRH.pdb,Experimental,PDB,Unknown,clean_3CRH,False
clean_2HBQ.pdb,Experimental,PDB,Unknown,clean_2HBQ,False
clean_6NK4.pdb,Experimental,PDB,Unknown,clean_6NK4,False
clean_6DHC.pdb,Experimental,PDB,Unknown,clean_6DHC,False
clean_8T33.pdb,Experimental,PDB,Unknown,clean_8T33,False
clean_2YBG.pdb,Experimental,PDB,Unknown,clean_2YBG,False
clean_2CPQ.pdb,Experimental,PDB,Unknown,clean_2CPQ,False
clean_8U4N.pdb,Experimental,PDB,Unknown,clean_8U4N,False
clean_1FXL.pdb,Experimental,PDB,Unknown,clean_1FXL,False
clean_3TZM.pdb,Experimental,PDB,Unknown,clean_3TZM,False
clean_5PZ3.pdb,Experimental,PDB,Unknown,clean_5PZ3,False
clean_2OW3.pdb,Experimental,PDB,Unknown,clean_2OW3,False
clean_3U11.pdb,Experimental,PDB,Unknown,clean_3U11,False
clean_5SKU.pdb,Experimental,PDB,Unknown,clean_5SKU,False
clean_9D58.pdb,Experimental,PDB,Unknown,clean_9D58,False
clean_7VFV.pdb,Experimental,PDB,Unknown,clean_7VFV,False
clean_4HDQ.pdb,Experimental,PDB,Unknown,clean_4HDQ,False
clean_4J22.pdb,Experimental,PDB,Unknown,clean_4J22,False
clean_7XO3.pdb,Experimental,PDB,Unknown,clean_7XO3,False
clean_3UQP.pdb,Experimental,PDB,Unknown,clean_3UQP,False
clean_5T31.pdb,Experimental,PDB,Unknown,clean_5T31,False
clean_4U30.pdb,Experimental,PDB,Unknown,clean_4U30,False
clean_3HW1.pdb,Experimental,PDB,Unknown,clean_3HW1,False
clean_8ID8.pdb,Experimental,PDB,Unknown,clean_8ID8,False
clean_3U7U.pdb,Experimental,PDB,Unknown,clean_3U7U,False
clean_5QQD.pdb,Experimental,PDB,Unknown,clean_5QQD,False
clean_4BJB.pdb,Experimental,PDB,Unknown,clean_4BJB,False
clean_5ELR.pdb,Experimental,PDB,Unknown,clean_5ELR,False
clean_8QZ4.pdb,Experimental,PDB,Unknown,clean_8QZ4,False
clean_3SNL.pdb,Experimental,PDB,Unknown,clean_3SNL,False
clean_7US2.pdb,Experimental,PDB,Unknown,clean_7US2,False
clean_1KM7.pdb,Experimental,PDB,Unknown,clean_1KM7,False
clean_1YH3.pdb,Experimental,PDB,Unknown,clean_1YH3,False
clean_7ZNT.pdb,Experimental,PDB,Unknown,clean_7ZNT,False
clean_4N00.pdb,Experimental,PDB,Unknown,clean_4N00,False
clean_2IPU.pdb,Experimental,PDB,Unknown,clean_2IPU,False
clean_6W7J.pdb,Experimental,PDB,Unknown,clean_6W7J,False
clean_8XJK.pdb,Experimental,PDB,Unknown,clean_8XJK,False
clean_7K0V.pdb,Experimental,PDB,Unknown,clean_7K0V,False
